operator,status,is_operational,latitude,longitude,num_points,connector_types,max_power_kw,borough,borough_density_km2,uk_avg_util_pct,uk_avg_energy_kWh,priority_score,stations_per_borough,operational_flag,usage_Private - Restricted Access,usage_Privately Owned - Notice Required,usage_Public,usage_Public - Membership Required,usage_Public - Pay At Location,avg_power_per_connector,has_fast_charger,cluster
Shell Recharge Solutions (Uk),Operational,True,51.510856,-0.211009,1.0,Type 2 (Socket Only),3.6,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1280107195813798,7950,1,False,False,False,True,False,3.6,0,0
Shell Recharge Solutions (Uk),Not Operational,False,51.550684,-0.173857,1.0,Type 2 (Socket Only),3.7,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,7950,0,False,False,True,False,False,3.7,0,0
Char.Gy,Operational,True,51.4610892,-0.0901319,1.0,Type 2 (Socket Only),3.5,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1279099469915242,7950,1,False,False,True,False,False,3.5,0,1
Char.Gy,Operational,True,51.467122,-0.0751796,1.0,Type 2 (Socket Only),5.1,Southwark,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,530,1,False,False,True,False,False,5.1,0,1
Surecharge (Fm Conway) (Uk),Operational,True,51.487995,-0.20516,1.0,Type 2 (Socket Only),4.8,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1292199906596465,7950,1,False,False,False,True,False,4.8,0,0
Shell Recharge Solutions (Uk),Not Operational,False,51.5585,-0.142734,1.0,Type 2 (Socket Only),3.7,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,7950,0,False,False,True,False,False,3.7,0,0
Char.Gy,Operational,True,51.481758,-0.0552443,1.0,Type 2 (Socket Only),5.1,Southwark,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,530,1,False,False,True,False,False,5.1,0,1
Char.Gy,Operational,True,51.4781337,-0.0588631,1.0,Type 2 (Socket Only),3.5,Southwark,9318.948648648648,50.21666666666667,36.88102564102565,0.1279099469915242,530,1,False,False,True,False,False,3.5,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.559355,-0.129543,1.0,Type 2 (Socket Only),5.0,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,7950,0,False,False,False,False,True,5.0,0,0
Shell Recharge Solutions (Uk),Not Operational,False,51.531851,-0.201498,1.0,Type 2 (Socket Only),3.7,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,7950,0,False,False,False,False,True,3.7,0,0
Total Energies (Uk),Operational,True,51.540812,-0.19178,1.0,Type 2 (Socket Only); Type 1 (J1772),7.0,Camden,13988.4,50.21666666666667,36.88102564102565,0.2185062768807482,177,1,False,False,False,True,False,7.0,0,2
Bp Pulse (Uk),Not Operational,False,51.5592170350236,-0.121342376335406,1.0,CCS (Type 2); CHAdeMO; Type 2 (Tethered Connector),50.0,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1747692012743593,7950,0,False,False,False,False,True,50.0,1,3
Shell Recharge Solutions (Uk),Operational,True,51.528098,-0.204413,1.0,Type 2 (Socket Only),3.7,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,7950,1,False,False,False,False,True,3.7,0,0
Char.Gy,Operational,True,51.471623,-0.0672234,1.0,Type 2 (Socket Only),3.5,Southwark,9318.948648648648,50.21666666666667,36.88102564102565,0.1279099469915242,530,1,False,False,True,False,False,3.5,0,1
Char.Gy,Operational,True,51.5340772,-0.0560577,1.0,Type 2 (Socket Only),5.1,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,7950,1,False,False,True,False,False,5.1,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.539461,-0.193608,1.0,Type 2 (Socket Only),3.7,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,7950,0,False,False,True,False,False,3.7,0,0
Shell Recharge Solutions (Uk),Not Operational,False,51.455523,-0.134217,1.0,Type 2 (Socket Only),3.7,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,7950,0,False,False,False,False,True,3.7,0,0
Char.Gy,Operational,True,51.4648452,-0.0797128,1.0,Type 2 (Socket Only),5.1,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,7950,1,False,False,True,False,False,5.1,0,1
Shell Recharge Solutions (Uk),Operational,True,51.528393,-0.204405,1.0,Type 2 (Socket Only),3.7,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,7950,1,False,False,False,False,True,3.7,0,0
Shell Recharge Solutions (Uk),Not Operational,False,51.471461,-0.188381,1.0,Type 2 (Socket Only),3.7,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,7950,0,False,False,False,False,True,3.7,0,0
Total Energies (Uk),Operational,True,51.492565,-0.2080303,4.0,Type 2 (Socket Only); Type 1 (J1772),7.0,Hammersmith And Fulham,16513.2,50.21666666666667,36.88102564102565,0.2696947462747439,19,1,False,False,False,True,False,7.0,0,2
Shell Recharge Solutions (Uk),Operational,True,51.498998,-0.210425,1.0,Type 2 (Socket Only),5.0,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,7950,1,False,False,False,False,True,5.0,0,0
Char.Gy,Operational,True,51.4672042,-0.0745264,1.0,Type 2 (Socket Only),5.1,Southwark,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,530,1,False,False,True,False,False,5.1,0,1
Surecharge (Fm Conway) (Uk),Not Operational,False,51.47221,-0.18954,1.0,Type 2 (Socket Only),4.8,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1292199906596465,7950,0,False,False,False,True,False,4.8,0,0
Surecharge (Fm Conway) (Uk),Not Operational,False,51.48281,-0.201611,1.0,Type 2 (Socket Only),4.8,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1292199906596465,7950,0,False,False,False,True,False,4.8,0,0
Shell Recharge Solutions (Uk),Not Operational,False,51.455454,-0.134705,1.0,Type 2 (Socket Only),3.7,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,7950,0,False,False,False,False,True,3.7,0,0
Surecharge (Fm Conway) (Uk),Not Operational,False,51.473371,-0.191214,1.0,Type 2 (Socket Only),4.8,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1292199906596465,7950,0,False,False,False,True,False,4.8,0,0
Shell Recharge Solutions (Uk),Not Operational,False,51.492101,-0.207861,1.0,Type 2 (Socket Only),3.7,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,7950,0,False,False,False,False,True,3.7,0,0
Shell Recharge Solutions (Uk),Not Operational,False,51.495324,-0.209274,1.0,Type 2 (Socket Only),3.7,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,7950,0,False,False,False,False,True,3.7,0,0
Shell Recharge Solutions (Uk),Not Operational,False,51.523491,-0.207488,1.0,Type 2 (Socket Only),3.7,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,7950,0,False,False,False,False,True,3.7,0,0
Shell Recharge Solutions (Uk),Not Operational,False,51.533694,-0.20017,1.0,Type 2 (Socket Only),3.7,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,7950,0,False,False,False,False,True,3.7,0,0
Surecharge (Fm Conway) (Uk),Not Operational,False,51.48567,-0.20396,1.0,Type 2 (Socket Only),4.8,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1292199906596465,7950,0,False,False,False,True,False,4.8,0,0
Char.Gy,Operational,True,51.471564,-0.0669299,1.0,Type 2 (Socket Only),3.5,Southwark,9318.948648648648,50.21666666666667,36.88102564102565,0.1279099469915242,530,1,False,False,True,False,False,3.5,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.542009,-0.190546,1.0,Type 2 (Socket Only),3.7,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,7950,0,False,False,True,False,False,3.7,0,0
Char.Gy,Operational,True,51.4903876,-0.0485727,1.0,Type 2 (Socket Only),5.1,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,7950,1,False,False,True,False,False,5.1,0,1
Shell Recharge Solutions (Uk),Operational,True,51.456610202639105,-0.1085275929482376,1.0,Type 2 (Socket Only),4.8,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1292199906596465,7950,1,False,False,False,True,False,4.8,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.558514,-0.144782,1.0,Type 2 (Socket Only),3.7,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,7950,0,False,False,True,False,False,3.7,0,0
Shell Recharge Solutions (Uk),Not Operational,False,51.531957,-0.201823,1.0,Type 2 (Socket Only),3.7,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,7950,0,False,False,False,False,True,3.7,0,0
Surecharge (Fm Conway) (Uk),Not Operational,False,51.472787,-0.190557,1.0,Type 2 (Socket Only),4.8,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1292199906596465,7950,0,False,False,False,True,False,4.8,0,0
Shell Recharge Solutions (Uk),Not Operational,False,51.507315,-0.211688,1.0,Type 2 (Socket Only),3.7,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,7950,0,False,False,False,True,False,3.7,0,0
Total Energies (Uk),Operational,True,51.458717,-0.158118,2.0,Type 2 (Socket Only); Type 1 (J1772); Type 2 (Socket Only),7.0,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1328068506501674,7950,1,False,False,False,True,False,7.0,0,0
Char.Gy,Operational,True,51.4661999,-0.076279,1.0,Type 2 (Socket Only),5.1,Southwark,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,530,1,False,False,True,False,False,5.1,0,1
Surecharge (Fm Conway) (Uk),Not Operational,False,51.48951,-0.20661,1.0,Type 2 (Socket Only),4.8,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1292199906596465,7950,0,False,False,False,True,False,4.8,0,0
Shell Recharge Solutions (Uk),Not Operational,False,51.455593,-0.138377,1.0,Type 2 (Socket Only),5.0,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,7950,0,False,False,False,False,True,5.0,0,0
Bp Pulse (Uk),Not Operational,False,51.4785,-0.197675,1.0,Type 2 (Socket Only); Type 2 (Socket Only),3.7,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,7950,0,False,False,False,True,False,3.7,0,0
Surecharge (Fm Conway) (Uk),Not Operational,False,51.47097,-0.187908,1.0,Type 2 (Socket Only),4.8,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1292199906596465,7950,0,False,False,False,True,False,4.8,0,0
Esb Energy (Uk),Not Operational,False,51.460982,-0.16626,1.0,CHAdeMO; Type 2 (Tethered Connector) ; Type 2 (Tethered Connector),50.0,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1747692012743593,7950,0,False,False,False,False,True,50.0,1,3
Char.Gy,Operational,True,51.460806,-0.0898875,1.0,Type 2 (Socket Only),3.5,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1279099469915242,7950,1,False,False,True,False,False,3.5,0,1
Total Energies (Uk),Not Operational,False,51.554916,-0.162673,1.0,Type 2 (Socket Only),22.0,Camden,13988.4,50.21666666666667,36.88102564102565,0.2336221653590821,177,0,False,False,True,False,False,22.0,1,2
Shell Recharge Solutions (Uk),Not Operational,False,51.501875,-0.211247,1.0,Type 2 (Socket Only),3.7,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,7950,0,False,False,False,False,True,3.7,0,0
Shell Recharge Solutions (Uk),Not Operational,False,51.499409,-0.044869,1.0,Type 2 (Socket Only),3.7,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,7950,0,False,False,False,False,True,3.7,0,1
Surecharge (Fm Conway) (Uk),Not Operational,False,51.46993,-0.18627,1.0,Type 2 (Socket Only),4.8,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1292199906596465,7950,0,False,False,False,True,False,4.8,0,0
Surecharge (Fm Conway) (Uk),Not Operational,False,51.47021,-0.18673,1.0,Type 2 (Socket Only),4.8,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1292199906596465,7950,0,False,False,False,True,False,4.8,0,0
Shell Recharge Solutions (Uk),Not Operational,False,51.555526,-0.160488,1.0,Type 2 (Socket Only),3.7,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,7950,0,False,False,True,False,False,3.7,0,0
Char.Gy,Operational,True,51.4716318,-0.0666308,1.0,Type 2 (Socket Only),4.8,Southwark,9318.948648648648,50.21666666666667,36.88102564102565,0.1292199906596465,530,1,False,False,True,False,False,4.8,0,1
Surecharge (Fm Conway) (Uk),Not Operational,False,51.472538,-0.190312,1.0,Type 2 (Socket Only),4.8,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1292199906596465,7950,0,False,False,False,True,False,4.8,0,0
Total Energies (Uk),Operational,True,51.51292,-0.211289,1.0,Type 1 (J1772); Type 2 (Socket Only); Type 2 (Socket Only),22.0,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1465528761148027,7950,1,False,False,False,True,False,22.0,1,3
Shell Recharge Solutions (Uk),Not Operational,False,51.559641,-0.129765,1.0,Type 2 (Socket Only),5.0,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,7950,0,False,False,False,False,True,5.0,0,0
Shell Recharge Solutions (Uk),Not Operational,False,51.527139,-0.205582,1.0,Type 2 (Socket Only),3.7,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,7950,0,False,False,False,False,True,3.7,0,0
Char.Gy,Operational,True,51.4909083,-0.0481073,1.0,Type 2 (Socket Only),5.1,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,7950,1,False,False,True,False,False,5.1,0,1
Surecharge (Fm Conway) (Uk),Not Operational,False,51.47502,-0.19373,1.0,Type 2 (Socket Only),4.8,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1292199906596465,7950,0,False,False,False,True,False,4.8,0,0
Shell Recharge Solutions (Uk),Not Operational,False,51.533585,-0.200532,1.0,Type 2 (Socket Only),3.7,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,7950,0,False,False,False,False,True,3.7,0,0
Char.Gy,Operational,True,51.5275021,-0.0502337,1.0,Type 2 (Socket Only),5.1,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,7950,1,False,False,True,False,False,5.1,0,1
Surecharge (Fm Conway) (Uk),Not Operational,False,51.4884,-0.20606,1.0,Type 2 (Socket Only),4.8,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1292199906596465,7950,0,False,False,False,True,False,4.8,0,0
Surecharge (Fm Conway) (Uk),Not Operational,False,51.490154,-0.207107,1.0,Type 2 (Socket Only),4.8,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1292199906596465,7950,0,False,False,False,True,False,4.8,0,0
Char.Gy,Operational,True,51.4779023,-0.0584289,1.0,Type 2 (Socket Only),3.5,Southwark,9318.948648648648,50.21666666666667,36.88102564102565,0.1279099469915242,530,1,False,False,True,False,False,3.5,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.513376,-0.211301,1.0,Type 2 (Socket Only),3.7,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,7950,0,False,False,False,False,True,3.7,0,0
Surecharge (Fm Conway) (Uk),Not Operational,False,51.469883,-0.186362,1.0,Type 2 (Socket Only),4.8,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1292199906596465,7950,0,False,False,False,True,False,4.8,0,0
Char.Gy,Operational,True,51.4818005,-0.0545046,1.0,Type 2 (Socket Only),5.1,Southwark,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,530,1,False,False,True,False,False,5.1,0,1
Char.Gy,Operational,True,51.4614973,-0.0874292,1.0,Type 2 (Socket Only),3.5,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1279099469915242,7950,1,False,False,True,False,False,3.5,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.518385,-0.210087,1.0,Type 2 (Socket Only),3.7,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,7950,0,False,False,False,False,True,3.7,0,0
Shell Recharge Solutions (Uk),Not Operational,False,51.543165,-0.066297,1.0,Type 2 (Socket Only),4.8,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1292199906596465,7950,0,False,False,False,False,True,4.8,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.530753,-0.203145,1.0,Type 2 (Socket Only),3.7,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,7950,0,False,False,False,False,True,3.7,0,0
Shell Recharge Solutions (Uk),Not Operational,False,51.527632,-0.205452,1.0,Type 2 (Socket Only),3.7,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,7950,0,False,False,False,False,True,3.7,0,0
Char.Gy,Operational,True,51.4646508,-0.0791722,1.0,Type 2 (Socket Only),5.1,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,7950,1,False,False,True,False,False,5.1,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.475525,-0.061017,1.0,Type 2 (Socket Only),3.7,Southwark,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,530,0,False,False,False,False,True,3.7,0,1
Surecharge (Fm Conway) (Uk),Not Operational,False,51.48727,-0.205507,1.0,Type 2 (Socket Only),4.8,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1292199906596465,7950,0,False,False,False,True,False,4.8,0,0
Shell Recharge Solutions (Uk),Not Operational,False,51.53005,-0.203744,1.0,Type 2 (Socket Only),3.7,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,7950,0,False,False,False,False,True,3.7,0,0
Surecharge (Fm Conway) (Uk),Not Operational,False,51.46947,-0.1859,1.0,Type 2 (Socket Only),4.8,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1292199906596465,7950,0,False,False,False,True,False,4.8,0,0
Char.Gy,Operational,True,51.4664272,-0.0752971,1.0,Type 2 (Socket Only),5.1,Southwark,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,530,1,False,False,True,False,False,5.1,0,1
Total Energies (Uk),Operational,True,51.546806,-0.183379,1.0,Type 2 (Socket Only); Type 1 (J1772),7.0,Camden,13988.4,50.21666666666667,36.88102564102565,0.2185062768807482,177,1,False,False,False,True,False,7.0,0,2
Shell Recharge Solutions (Uk),Not Operational,False,51.45755962649932,-0.101677474545565,1.0,Type 2 (Socket Only),5.5,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1299253987886354,7950,0,False,False,False,False,True,5.5,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.533473,-0.200902,1.0,Type 2 (Socket Only),3.7,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,7950,0,False,False,False,False,True,3.7,0,0
Shell Recharge Solutions (Uk),Operational,True,51.499318,-0.211025,1.0,Type 2 (Socket Only),5.0,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,7950,1,False,False,False,False,True,5.0,0,0
Char.Gy,Operational,True,51.4642206,-0.0800158,1.0,Type 2 (Socket Only),5.1,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,7950,1,False,False,True,False,False,5.1,0,1
Total Energies (Uk),Not Operational,False,51.54029,-0.193444,1.0,Type 2 (Socket Only),22.0,Camden,13988.4,50.21666666666667,36.88102564102565,0.2336221653590821,177,0,False,False,True,False,False,22.0,1,2
Shell Recharge Solutions (Uk),Not Operational,False,51.502801,-0.211741,1.0,Type 2 (Socket Only),3.7,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,7950,0,False,False,False,False,True,3.7,0,0
Clenergy,Not Operational,False,51.458402,-0.097745,1.0,Type 2 (Socket Only),4.4,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1288169003002242,7950,0,False,False,False,False,True,4.4,0,1
Char.Gy,Operational,True,51.4762726,-0.0599931,1.0,Type 2 (Socket Only),3.5,Southwark,9318.948648648648,50.21666666666667,36.88102564102565,0.1279099469915242,530,1,False,False,True,False,False,3.5,0,1
Surecharge (Fm Conway) (Uk),Not Operational,False,51.46977,-0.18649,1.0,Type 2 (Socket Only),4.8,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1292199906596465,7950,0,False,False,False,True,False,4.8,0,0
Char.Gy,Operational,True,51.4907275,-0.04789,1.0,Type 2 (Socket Only),5.1,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,7950,1,False,False,True,False,False,5.1,0,1
Surecharge (Fm Conway) (Uk),Not Operational,False,51.481636,-0.201225,1.0,Type 2 (Socket Only),4.8,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1292199906596465,7950,0,False,False,False,True,False,4.8,0,0
Surecharge (Fm Conway) (Uk),Operational,True,51.491128,-0.207951,1.0,Type 2 (Socket Only),4.8,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1292199906596465,7950,1,False,False,False,True,False,4.8,0,0
Char.Gy,Operational,True,51.464279,-0.0797574,1.0,Type 2 (Socket Only); Type 2 (Socket Only),5.1,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,7950,1,False,False,True,False,False,5.1,0,1
Surecharge (Fm Conway) (Uk),Not Operational,False,51.489353,-0.206971,1.0,Type 2 (Socket Only),4.8,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1292199906596465,7950,0,False,False,False,True,False,4.8,0,0
Shell Recharge Solutions (Uk),Not Operational,False,51.527801,-0.205535,1.0,Type 2 (Socket Only),3.7,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,7950,0,False,False,False,False,True,3.7,0,0
Bp Pulse (Uk),Operational,True,51.490597,-0.207703,5.0,CCS (Type 2); CHAdeMO; CHAdeMO; CCS (Type 2); Type 2 (Tethered Connector),150.0,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.2810212431847131,7950,1,False,False,False,False,True,150.0,1,3
Char.Gy,Operational,True,51.4674242,-0.0731263,1.0,Type 2 (Socket Only),5.1,Southwark,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,530,1,False,False,True,False,False,5.1,0,1
Total Energies (Uk),Not Operational,False,51.543083,-0.189714,1.0,Type 2 (Socket Only),22.0,Camden,13988.4,50.21666666666667,36.88102564102565,0.2336221653590821,177,0,False,False,True,False,False,22.0,1,2
Shell Recharge Solutions (Uk),Not Operational,False,51.460505,-0.165743,1.0,Type 2 (Socket Only),3.7,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,7950,0,False,False,False,False,True,3.7,0,0
Surecharge (Fm Conway) (Uk),Not Operational,False,51.491574,-0.208232,1.0,Type 2 (Socket Only),3.7,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,7950,0,False,False,False,True,False,3.7,0,0
Bp Pulse (Uk),Operational,True,51.4799196054251,-0.199685096740723,4.0,Type 2 (Socket Only),4.0,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1325233989818979,7950,1,False,False,False,True,False,4.0,0,0
Shell Recharge Solutions (Uk),Not Operational,False,51.48986,-0.207325,1.0,Type 2 (Socket Only),3.7,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,7950,0,False,False,False,False,True,3.7,0,0
Char.Gy,Operational,True,51.5306658,-0.052118,1.0,Type 2 (Socket Only),5.1,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,7950,1,False,False,True,False,False,5.1,0,1
Shell Recharge Solutions (Uk),Operational,True,51.524099,-0.207852,1.0,Type 2 (Socket Only),3.6,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1280107195813798,7950,1,False,False,False,True,False,3.6,0,0
Shell Recharge Solutions (Uk),Not Operational,False,51.513829,-0.211587,1.0,Type 2 (Socket Only),3.7,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,7950,0,False,False,False,False,True,3.7,0,0
Char.Gy,Operational,True,51.4638231,-0.0806425,1.0,Type 2 (Socket Only),5.1,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,7950,1,False,False,True,False,False,5.1,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.475689,-0.195152,1.0,Type 2 (Socket Only),3.7,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,7950,0,False,False,False,False,True,3.7,0,0
Surecharge (Fm Conway) (Uk),Not Operational,False,51.47049,-0.18793,1.0,Type 2 (Socket Only),4.8,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1292199906596465,7950,0,False,False,False,True,False,4.8,0,0
Total Energies (Uk),Operational,True,51.549159,-0.179146,1.0,Type 2 (Socket Only); Type 1 (J1772),7.0,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1314369876364688,7950,1,False,False,False,True,False,7.0,0,0
Shell Recharge Solutions (Uk),Not Operational,False,51.458778,-0.159923,1.0,Type 2 (Socket Only),5.0,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,7950,0,False,False,False,False,True,5.0,0,0
Char.Gy,Operational,True,51.4711409,-0.0666534,1.0,Type 2 (Socket Only),3.5,Southwark,9318.948648648648,50.21666666666667,36.88102564102565,0.1279099469915242,530,1,False,False,True,False,False,3.5,0,1
Char.Gy,Operational,True,51.4799742,-0.0557356,1.0,Type 2 (Socket Only),5.1,Southwark,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,530,1,False,False,True,False,False,5.1,0,1
Total Energies (Uk),Operational,True,51.5355672,-0.0564322999999831,3.0,Type 2 (Socket Only); Type 1 (J1772),7.0,Hackney,18459.7,50.21666666666667,36.88102564102565,0.3046204475064981,24,1,False,False,False,True,False,7.0,0,2
Char.Gy,Operational,True,51.4665152,-0.0746791,1.0,Type 2 (Socket Only),5.1,Southwark,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,530,1,False,False,True,False,False,5.1,0,1
Surecharge (Fm Conway) (Uk),Not Operational,False,51.48893,-0.2069,1.0,Type 2 (Socket Only),4.8,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1292199906596465,7950,0,False,False,False,True,False,4.8,0,0
Shell Recharge Solutions (Uk),Operational,True,51.456129126158146,-0.1089821142914004,1.0,Type 2 (Socket Only),4.8,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1292199906596465,7950,1,False,False,False,True,False,4.8,0,1
Surecharge (Fm Conway) (Uk),Not Operational,False,51.478955,-0.198855,1.0,Type 2 (Socket Only),4.8,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1292199906596465,7950,0,False,False,False,True,False,4.8,0,0
Surecharge (Fm Conway) (Uk),Not Operational,False,51.482561,-0.202269,1.0,Type 2 (Socket Only),4.8,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1292199906596465,7950,0,False,False,False,True,False,4.8,0,0
Char.Gy,Operational,True,51.5210179,-0.0461585,1.0,Type 2 (Socket Only),5.1,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,7950,1,False,False,True,False,False,5.1,0,1
