operator,status,is_operational,latitude,longitude,num_points,connector_types,max_power_kw,borough,borough_density_km2,uk_avg_util_pct,uk_avg_energy_kWh,priority_score,stations_per_borough,operational_flag,usage_Private - Restricted Access,usage_Privately Owned - Notice Required,usage_Public,usage_Public - Membership Required,usage_Public - Pay At Location,avg_power_per_connector,has_fast_charger,cluster
Independent Operator,Operational,True,51.512517,-0.159597,1.0,0,4.8,Westminster,13608.4,50.21666666666667,36.88102564102565,0.2092035802310401,476,1,False,False,True,False,False,4.8,0,2
Shell Recharge Solutions (Uk),Not Operational,False,51.488421,-0.140059,1.0,Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,False,False,True,3.7,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.488293,-0.116028,1.0,Type 2 (Socket Only),3.7,Lambeth,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,83,0,False,False,False,False,True,3.7,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.517152,-0.156784,1.0,Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,False,False,True,3.7,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.49,-0.14524,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.519,-0.15504,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Bp Pulse (Uk),Operational,True,51.492199,-0.150014,4.0,BS1363 3 Pin 13 Amp,3.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1315156730833423,476,1,False,False,False,True,False,3.0,0,1
Char.Gy,Operational,True,51.4932277,-0.1037951,1.0,Type 2 (Socket Only),5.1,Lambeth,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,83,1,False,False,True,False,False,5.1,0,1
Total Energies (Uk),Operational,True,51.522255,-0.104873,2.0,Type 2 (Socket Only); Type 1 (J1772),7.0,Islington,9318.948648648648,50.21666666666667,36.88102564102565,0.1328068506501674,117,1,False,False,False,True,False,7.0,0,1
Bp Pulse (Uk),Not Operational,False,51.494534,-0.153666,1.0,BS1363 3 Pin 13 Amp; Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,False,True,False,3.7,0,1
Connected Kerb,Not Operational,False,51.490905,-0.107902,1.0,Type 2 (Socket Only),7.0,Lambeth,14883.6,50.21666666666667,36.88102564102565,0.2351986935838201,83,0,False,False,False,False,True,7.0,0,2
Shell Recharge Solutions (Uk),Not Operational,False,51.514776,-0.158767,1.0,Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,False,False,True,3.7,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.488,-0.13912,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Char.Gy,Operational,True,51.5030473,-0.0953787,1.0,Type 2 (Socket Only),5.1,Lambeth,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,83,1,False,False,True,False,False,5.1,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.487823,-0.138446,1.0,Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,False,False,True,3.7,0,1
Bp Pulse (Uk),Not Operational,False,51.516102,-0.157942,1.0,BS1363 3 Pin 13 Amp; BS1363 3 Pin 13 Amp,3.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1274060840422464,476,0,False,False,False,True,False,3.0,0,1
Bp Pulse (Uk),Not Operational,False,51.494495,-0.153764,1.0,BS1363 3 Pin 13 Amp; Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,False,True,False,3.7,0,1
Char.Gy,Operational,True,51.503414,-0.095191,1.0,Type 2 (Socket Only),5.1,Lambeth,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,83,1,False,False,True,False,False,5.1,0,1
Bp Pulse (Uk),Operational,True,51.4902,-0.1463,1.0,CCS (Type 2); CHAdeMO; Type 2 (Tethered Connector),50.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1747692012743593,476,1,False,False,False,True,False,50.0,1,3
Shell Recharge Solutions (Uk),Not Operational,False,51.487,-0.13352,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Tesla (Tesla-Only Charging),Operational,True,51.502148,-0.159996,2.0,Tesla (Model S/X),22.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1479227391285013,476,1,False,False,False,True,False,22.0,1,3
Shell Recharge Solutions (Uk),Not Operational,False,51.52132,-0.152492,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Bp Pulse (Uk),Not Operational,False,51.516201,-0.157996,1.0,Type 2 (Socket Only); Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,False,True,False,3.7,0,1
Bp Pulse (Uk),Operational,True,51.4899757,-0.1460507,6.0,Type 2 (Socket Only); BS1363 3 Pin 13 Amp,7.0,Westminster,13608.4,50.21666666666667,36.88102564102565,0.2182698922763556,476,1,False,False,False,True,False,7.0,0,2
Shell Recharge Solutions (Uk),Not Operational,False,51.489512,-0.144893,1.0,Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,False,False,True,3.7,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.519752,-0.154766,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Total Energies (Uk),Operational,True,51.52056,-0.101815,2.0,Type 2 (Socket Only); Type 1 (J1772),7.0,Islington,9318.948648648648,50.21666666666667,36.88102564102565,0.1328068506501674,117,1,False,False,False,True,False,7.0,0,1
Bp Pulse (Uk),Operational,True,51.5155903,-0.1586108,2.0,BS1363 3 Pin 13 Amp; Type 2 (Socket Only),7.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1328068506501674,476,1,False,False,False,True,False,7.0,0,1
Pod Point (Uk),Operational,True,51.491497,-0.149469,8.0,Type 2 (Socket Only),22.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1561419172106931,476,1,False,False,False,False,False,22.0,1,3
Shell Recharge Solutions (Uk),Not Operational,False,51.489132,-0.143979,1.0,Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,False,False,True,3.7,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.487,-0.13491,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.521112,-0.153112,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Total Energies (Uk),Not Operational,False,51.52684,-0.115451,1.0,Type 2 (Socket Only),22.0,Camden,13988.4,50.21666666666667,36.88102564102565,0.2336221653590821,177,0,False,False,True,False,False,22.0,1,2
Bp Pulse (Uk),Not Operational,False,51.4977,-0.157555,1.0,Type 2 (Socket Only); Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,False,True,False,3.7,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.488,-0.14033,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.489102,-0.144157,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Bp Pulse (Uk),Not Operational,False,51.504868,-0.094346,1.0,CHAdeMO; CHAdeMO,50.0,Lambeth,14283.6,50.21666666666667,36.88102564102565,0.2673429603697857,83,0,False,False,False,True,False,50.0,1,2
Shell Recharge Solutions (Uk),Not Operational,False,51.490218,-0.14713,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.490137,-0.147088,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.487255,-0.137489,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Chargemaster,Operational,True,51.48913762673104,-0.1108841742848198,1.0,CCS (Type 2); CHAdeMO; Type 2 (Tethered Connector),50.0,Lambeth,9318.948648648648,50.21666666666667,36.88102564102565,0.1747692012743593,83,1,False,False,False,True,False,50.0,1,3
Shell Recharge Solutions (Uk),Not Operational,False,51.516159,-0.158722,1.0,Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,False,True,False,3.7,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.487946,-0.141136,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.517474,-0.15779,1.0,Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,False,True,False,3.7,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.521267,-0.153642,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Total Energies (Uk),Operational,True,51.524483,-0.107519,3.0,Type 2 (Socket Only); Type 1 (J1772),7.0,Islington,9318.948648648648,50.21666666666667,36.88102564102565,0.134176713663866,117,1,False,False,False,True,False,7.0,0,1
Char.Gy,Operational,True,51.4973647,-0.0976912,1.0,Type 2 (Socket Only),5.1,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,7950,1,False,False,True,False,False,5.1,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.488222,-0.14255,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Independent Operator,Operational,True,51.488485,-0.143428,1.0,0,4.8,Westminster,13608.4,50.21666666666667,36.88102564102565,0.2092035802310401,476,1,False,False,True,False,False,4.8,0,2
Bp Pulse (Uk),Operational,True,51.514999,-0.159734,4.0,Type 2 (Socket Only),4.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1325233989818979,476,1,False,False,False,True,False,4.0,0,1
Bp Pulse (Uk),Not Operational,False,51.504707,-0.093855,1.0,CHAdeMO; CHAdeMO,50.0,Lambeth,14283.6,50.21666666666667,36.88102564102565,0.2673429603697857,83,0,False,False,False,True,False,50.0,1,2
Bp Pulse (Uk),Operational,True,51.49637,-0.157076,2.0,Type 2 (Socket Only),4.0,Westminster,14738.6,50.21666666666667,36.88102564102565,0.2308416250793034,476,1,False,False,False,False,True,4.0,0,2
Shell Recharge Solutions (Uk),Not Operational,False,51.491293,-0.105402,1.0,Type 2 (Socket Only),3.7,Lambeth,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,83,0,False,False,False,False,True,3.7,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.5165,-0.158802,1.0,Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,False,False,True,3.7,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.486395,-0.133785,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.486374,-0.13377,1.0,Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,False,False,True,3.7,0,1
Total Energies (Uk),Planned For Future Date,False,51.526713,-0.113064,1.0,Type 2 (Socket Only); Type 1 (J1772),7.0,Camden,9318.948648648648,50.21666666666667,36.88102564102565,0.1314369876364688,177,0,False,False,False,True,False,7.0,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.517734,-0.157879,1.0,Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,False,True,False,3.7,0,1
Char.Gy,Operational,True,51.4975983,-0.0972398,1.0,Type 2 (Socket Only),5.1,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,7950,1,False,False,True,False,False,5.1,0,1
Pod Point (Uk),Operational,True,51.520291,-0.155384,10.0,Type 2 (Socket Only),7.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1437657547597565,476,1,False,False,False,False,False,7.0,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.486282,-0.13472,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Pod Point (Uk),Operational,True,51.513237,-0.094463,1.0,Type 2 (Socket Only),7.0,City Of London,9318.948648648648,50.21666666666667,36.88102564102565,0.1314369876364688,33,1,False,False,False,False,False,7.0,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.517199,-0.158678,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Pod Point (Uk),Operational,True,51.4864742,-0.136260300000004,1.0,Type 2 (Socket Only),7.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1314369876364688,476,1,False,False,False,False,False,7.0,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.489396,-0.146942,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Independent Operator,Operational,True,51.520279,-0.155659,1.0,0,4.8,Westminster,13608.4,50.21666666666667,36.88102564102565,0.2092035802310401,476,1,False,False,True,False,False,4.8,0,2
Shell Recharge Solutions (Uk),Not Operational,False,51.486702,-0.137827,1.0,Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,False,False,True,3.7,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.514528,-0.160607,1.0,Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,False,False,True,3.7,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.489,-0.14607,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Total Energies (Uk),Operational,True,51.5283068937474,-0.118677020072937,1.0,Type 1 (J1772); Type 2 (Socket Only),7.0,Camden,13988.4,50.21666666666667,36.88102564102565,0.2185062768807482,177,1,False,False,False,True,False,7.0,0,2
Total Energies (Uk),Not Operational,False,51.526478,-0.111214,1.0,Type 2 (Socket Only),22.0,Camden,18508.0,50.21666666666667,36.88102564102565,0.3178972396790147,177,0,False,False,True,False,False,22.0,1,2
Shell Recharge Solutions (Uk),Not Operational,False,51.521641,-0.154111,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Char.Gy,Operational,True,51.4960888,-0.0980149,1.0,Type 2 (Socket Only),5.1,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,7950,1,False,False,True,False,False,5.1,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.495742,-0.157238,1.0,Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,False,False,True,3.7,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.495692,-0.15722,1.0,Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,False,False,True,3.7,0,1
Total Energies (Uk),Operational,True,51.4877184,-0.1427474,3.0,Type 2 (Socket Only); Type 1 (J1772),7.0,Westminster,13608.4,50.21666666666667,36.88102564102565,0.2141603032352597,476,1,False,False,False,True,False,7.0,0,2
Shell Recharge Solutions (Uk),Not Operational,False,51.51827,-0.158123,1.0,Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,False,False,True,3.7,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.522368,-0.153284,1.0,Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,False,False,True,3.7,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.488683,-0.145797,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Total Energies (Uk),Partly Operational (Mixed),True,51.5181749210381,-0.0972906984862987,4.0,Type 2 (Socket Only),4.0,Islington,3651.6,50.21666666666667,36.88102564102565,0.0268467398612158,117,1,False,False,False,True,False,4.0,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.521826,-0.154134,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.493027,-0.154285,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
